,0,1,2,3,4,5,6,7,8,9
0,0.8273772438659699,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,0.0,1.0,0.0,0.0,1.0
1,-1.5661069258891576,0.6638610320657843,0.4327933656785018,-0.4736736092984604,0.7868452935884461,1.0,0.0,1.0,0.0,0.0
2,0.8273772438659699,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,1.0,0.0,0.0,0.0,1.0
3,-1.5661069258891576,0.4333115021019107,0.4327933656785018,-0.4736736092984604,0.4207302360686478,1.0,0.0,0.0,0.0,1.0
4,0.8273772438659699,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0
5,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,0.0,1.0,0.0,1.0,0.0
6,-1.5661069258891576,1.893458525206443,-0.47454519624983954,-0.4736736092984604,0.395813560675251,0.0,1.0,0.0,0.0,1.0
7,0.8273772438659699,-2.1027333275006983,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0.0,1.0,0.0,0.0,1.0
8,0.8273772438659699,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,1.0,0.0,0.0,0.0,1.0
9,-0.3693648410115938,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,1.0,0.0,1.0,0.0,0.0
10,0.8273772438659699,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,1.0,0.0,0.0,0.0,1.0
11,-1.5661069258891576,2.200857898491608,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,1.0,0.0,0.0,0.0,1.0
12,0.8273772438659699,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0
13,0.8273772438659699,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.01870931177853076,0.0,1.0,0.0,0.0,1.0
14,0.8273772438659699,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,1.0,0.0,0.0,0.0,1.0
15,-0.3693648410115938,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,1.0,0.0,0.0,0.0,1.0
16,0.8273772438659699,-2.1027333275006983,3.1548090514635256,0.7676298785983874,-0.06199888922968463,0.0,1.0,0.0,1.0,0.0
17,-0.3693648410115938,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0
18,0.8273772438659699,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,1.0,0.0,0.0,0.0,1.0
19,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,1.0,0.0,1.0,0.0,0.0
20,-0.3693648410115938,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0
21,-0.3693648410115938,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0
22,0.8273772438659699,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,-0.4867562231804066,1.0,0.0,0.0,1.0,0.0
23,-1.5661069258891576,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,0.0,1.0,0.0,0.0,1.0
24,0.8273772438659699,-1.6416342675729512,2.2474704895351842,0.7676298785983874,-0.22408312108167944,1.0,0.0,0.0,0.0,1.0
25,0.8273772438659699,0.6638610320657843,0.4327933656785018,5.73284383018578,-0.016444159470040135,1.0,0.0,0.0,0.0,1.0
26,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,0.0,1.0,1.0,0.0,0.0
27,-1.5661069258891576,-0.7962859910387481,2.2474704895351842,2.0089333664952354,4.647001076532463,0.0,1.0,0.0,0.0,1.0
28,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,1.0,0.0,0.0,1.0,0.0
29,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0
30,-1.5661069258891576,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0.0,1.0,1.0,0.0,0.0
31,-1.5661069258891576,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.301728820789,1.0,0.0,1.0,0.0,0.0
32,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0
33,-0.3693648410115938,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0
34,-1.5661069258891576,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,1.0060617003323709,0.0,1.0,1.0,0.0,0.0
